"id:ID",":LABEL","caption","name","incorporationDate","jurisdiction","registrationNumber","address","alephUrl","amount","amountEur","amountUsd","bikCode","bvdId","coatoCode","caemCode","capital","classification","country","mainCountry","currency","dunsCode","description","dissolutionDate","email","fssCode","fnsCode","icijId","idNumber","innCode","ipoCode","irsCode","jibCode","kppCode","keywords","legalForm","mbsCode","modifiedAt","notes","ogrnCode","okopfCode","okpoCode","oksmCode","okvedCode","opencorporatesUrl","alias","pfrNumber","phone","previousName","program","publisher","publisherUrl","retrievedAt","cikCode","swiftBic","sector","sourceUrl","status","summary","taxNumber","taxStatus","topics","vatCode","voenCode","weakAlias","website","wikidataId","wikipediaUrl","ibcRuc"
"entity:e221ddcbdf290dbfa1d6ddd22de83e48e59188d6","Value;Organization;Company;Thing;LegalEntity;Asset","UPC Telekabel Wien GmbH","UPC Telekabel Wien GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.upc.at/","","",""
"entity:e22734ad0f547d060a06f45896cbf3b4b80d1d7c","Value;Organization;Company;Thing;LegalEntity;Asset","CEST Kompetenzzentrum für elektrochemische Oberflächentechnologie GmbH","CEST Kompetenzzentrum für elektrochemische Oberflächentechnologie GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=313798v","","",""
"entity:e2463fd2bede70280aae0efea06ec87e3868f140","Value;Organization;Company;Thing;LegalEntity;Asset","lypi GmbH in Liqu.","lypi GmbH in Liqu.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e2651e0793447a51e57fd49840f761ce5dd9dc7d","Value;Organization;Company;Thing;LegalEntity;Asset","E.D.M. Exclusiv-Direkt-Marketing Gesellschaft m.b.H. in Liqu.","E.D.M. Exclusiv-Direkt-Marketing Gesellschaft m.b.H. in Liqu.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e2b9e6cc2e2272a20169c0946ab4596be18ae7e3","Value;Organization;Company;Thing;LegalEntity;Asset","Wunderburgstraße 1 Projektentwicklungs GmbH","Wunderburgstraße 1 Projektentwicklungs GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=473978b","","",""
"entity:e303e1747eb1d44be8f257f20aa439b25c1eaa74","Value;Organization;Company;Thing;LegalEntity;Asset","Geschützte Werkstätte Wiener Neustadt Gesellschaft m.b.H.","Geschützte Werkstätte Wiener Neustadt Gesellschaft m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.gwwn.at/","","",""
"entity:e337113f3abd0ea7a08f561a659561198c6ff216","Value;Organization;Company;Thing;LegalEntity;Asset","Adriana Yachting Ges. m. b. H.","Adriana Yachting Ges. m. b. H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e3596432ea0ff86996b93b2bb335c1dd74a736bd","Value;Organization;Company;Thing;LegalEntity;Asset","MQ Halle 16/08 Betriebsges.m.b.H.","MQ Halle 16/08 Betriebsges.m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=207156t","","",""
"entity:e37f233e4b52cf3b05bd96ee4d198eee21eed5a6","Value;Organization;Company;Thing;LegalEntity;Asset","Allgäuer Agrar KG","Allgäuer Agrar KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e382c8e5bb21e156e60604275d9d38f4f0294937","Value;Organization;Company;Thing;LegalEntity;Asset","Rhomberg Australia Holdings PTY Ltd.","Rhomberg Australia Holdings PTY Ltd.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e39015f0c4cbd01f74c5d6881252393f8ab1782c","Value;Organization;Company;Thing;LegalEntity;Asset","Maschinengemeinschaft Salzburg Verein & Co KG","Maschinengemeinschaft Salzburg Verein & Co KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=466430b","","",""
"entity:e393fcb9e56b593aae80a4720d2c8c987a4e3a3a","Value;Organization;Company;Thing;LegalEntity;Asset","Wiener Börse AG","Wiener Börse AG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=161826f","","",""
"entity:e3b39d93f0f615032451ef828de4b90c05d5aa71","Value;Organization;Company;Thing;LegalEntity;Asset","Gemeinnützige Bau-, Wohnungs- und Siedlungsgenossenschaft für Leoben und Umgebung registrierte Genossenschaft mit beschränkter Haftung","Gemeinnützige Bau-, Wohnungs- und Siedlungsgenossenschaft für Leoben und Umgebung registrierte Genossenschaft mit beschränkter Haftung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.wohnbau-leoben.at/","","",""
"entity:e3bfd8a6762ca9a8a61aae34fe2a7b47c77c7aec","Value;Organization;Company;Thing;LegalEntity;Asset","WTB Beteiligungs GmbH","WTB Beteiligungs GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=472054y","","",""
"entity:e3c61ef3dab8f329093dd943ca87ea47ccf01271","Value;Organization;Company;Thing;LegalEntity;Asset","NOWAKORN Heidenreichstein Alternative Kornverarbeitung registrierte Genossenschaft mit beschränkter Haftung in Liquidation","NOWAKORN Heidenreichstein Alternative Kornverarbeitung registrierte Genossenschaft mit beschränkter Haftung in Liquidation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e3cbe33155b4b5777d86db4419ff2a2ce9ccc222","Value;Organization;Company;Thing;LegalEntity;Asset","bloomix GmbH","bloomix GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.bloomix.at/","","",""
"entity:e3d0e1bfed9c85b89bd1d7771c8c90bf478b3cc2","Value;Organization;Company;Thing;LegalEntity;Asset","OeAD-Wohnraumverwaltungs GmbH","OeAD-Wohnraumverwaltungs GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=173421g","","",""
"entity:e3e0a1e12c68449c486807012192682895e0926e","Value;Organization;Company;Thing;LegalEntity;Asset","Sparkasse Schwaz AG","Sparkasse Schwaz AG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.sparkasse.at/schwaz","","",""
"entity:e3fdce88907874475b024b9d5727edff6c5270ae","Value;Organization;Company;Thing;LegalEntity;Asset","ST Anlagenbau GmbH","ST Anlagenbau GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e432b38feeb128e99206f40d69dcd32e46bb4a71","Value;Organization;Company;Thing;LegalEntity;Asset","TIMMO Liegenschaftsentwicklungs und -verwaltungs GmbH & Co KG","TIMMO Liegenschaftsentwicklungs und -verwaltungs GmbH & Co KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=292299b","","",""
"entity:e43ad6d7b0995b91cfb61426c48e9691e39644ba","Value;Organization;Company;Thing;LegalEntity;Asset","Netz- und Streckenentwicklung GmbH","Netz- und Streckenentwicklung GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=281837t","","",""
"entity:e44a766200b43bb0f621b097eb5d028134e3a2cc","Value;Organization;Company;Thing;LegalEntity;Asset","SCA Schedule Coordination Austria GmbH","SCA Schedule Coordination Austria GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=229795i","","",""
"entity:e4a1a4d6de0724cd9a744357fd20986608ff2da0","Value;Organization;Company;Thing;LegalEntity;Asset","ÖBV Handelsgesellschaft mbH","ÖBV Handelsgesellschaft mbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.oebv.net/","","",""
"entity:e4a3023e848198e9779bc5a1858394c3a74f80cc","Value;Organization;Company;Thing;LegalEntity;Asset","Immobilien Baden GesmbH & Co. KG","Immobilien Baden GesmbH & Co. KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=299956m","","",""
"entity:e4d19294dacc2b0921c5327406159cf0dcbada59","Value;Organization;Company;Thing;LegalEntity;Asset","Moderne Urbane Mobilität 2030+ GmbH","Moderne Urbane Mobilität 2030+ GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=512903w","","",""
"entity:e4db4725aa11a62da025dad77f6172c806028c01","Value;Organization;Company;Thing;LegalEntity;Asset","Rebus Real GmbH","Rebus Real GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e4e361eb643f212d0c1ee00776b0df99f786aedd","Value;Organization;Company;Thing;LegalEntity;Asset","EVN Kraftwerks- und Beteiligungsgesellschaft mbH","EVN Kraftwerks- und Beteiligungsgesellschaft mbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=257031m","","",""
"entity:e4e612be1c8bd53b2deb44be0e0142cacf410661","Value;Organization;Company;Thing;LegalEntity;Asset","heinischconsulting GmbH","heinischconsulting GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e501d223f7cd1e6f36b25718a3303a5a2e88cf58","Value;Organization;Company;Thing;LegalEntity;Asset","Hutter & Stifter Immobilien GmbH","Hutter & Stifter Immobilien GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e50269a43d003ea041bbaa826e1dcd9bbef3a5bc","Value;Organization;Company;Thing;LegalEntity;Asset","Post 108 Beteiligungs- und Dienstleistungs GmbH","Post 108 Beteiligungs- und Dienstleistungs GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=457159v","","",""
"entity:e511fcdf3cbdb5a2b28d8112d848345131223a05","Value;Organization;Company;Thing;LegalEntity;Asset","Valida Holding AG","Valida Holding AG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=316717k","","",""
"entity:e51ec26d7c3e86ea3d6a02607765113d36ecbc4a","Value;Organization;Company;Thing;LegalEntity;Asset","Scharfetter Betriebe GmbH","Scharfetter Betriebe GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.weitmoserschloss.at/","","",""
"entity:e5419fc4cea6b4bea6153e9169cfae552eeaf60d","Value;Organization;Company;Thing;LegalEntity;Asset","steirischer herbst festival gmbh","steirischer herbst festival gmbh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.steirischerherbst.at/","","",""
"entity:e54afc8354b4969e07e66f766ed4f8fa86d435b6","Value;Organization;Company;Thing;LegalEntity;Asset","In der Großen Schiffgasse Immobilienverwertung Ges.m.b.H.","In der Großen Schiffgasse Immobilienverwertung Ges.m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e54fdda6b0e20737ad9531fcdac095dc5cfcf6f6","Value;Organization;Company;Thing;LegalEntity;Asset","Tiroler gemeinnützige Wohnungsbau- und Siedlungsgesellschaft m.b.H.","Tiroler gemeinnützige Wohnungsbau- und Siedlungsgesellschaft m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=032852m","","",""
"entity:e5503db120018eaf95401c6991251c50e3dab868","Value;Organization;Company;Thing;LegalEntity;Asset","NOVOMATIC Spielbanken Holding Deutschland GmbH & Co.KG","NOVOMATIC Spielbanken Holding Deutschland GmbH & Co.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e5506c37e896b26906cb3eecc0187e59cb6f6397","Value;Organization;Company;Thing;LegalEntity;Asset","Ortswärme Fügen GmbH","Ortswärme Fügen GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=201130f","","",""
"entity:e55b4f34e304515e428dafd4a9430feccc57e81b","Value;Organization;Company;Thing;LegalEntity;Asset","GWL Gemeinschaftswarenhaus GmbH","GWL Gemeinschaftswarenhaus GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e58f8b204afaeabeb66a025469820ba2a8a7a7cb","Value;Organization;Company;Thing;LegalEntity;Asset","Weber, Mathis OG","Weber, Mathis OG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.wmuf.at/","","",""
"entity:e5b3847e9cd5473678bddd68a96228c6529a1954","Value;Organization;Company;Thing;LegalEntity;Asset","Sittersdorfer Infrastruktur Gesellschaft m.b.H.","Sittersdorfer Infrastruktur Gesellschaft m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.sittersdorf.at/","","",""
"entity:e5b7652951722a7b1214b2a93c3c020c1c9c6d4d","Value;Organization;Company;Thing;LegalEntity;Asset","UPG unique.projects GmbH in Liqu.","UPG unique.projects GmbH in Liqu.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e5bfe344458cf231395e87f699d11f0ab88f7355","Value;Organization;Company;Thing;LegalEntity;Asset","Karl Landsteiner Jubiläums-Stiftung, gemeinnützige Privatstiftung in Abwicklung","Karl Landsteiner Jubiläums-Stiftung, gemeinnützige Privatstiftung in Abwicklung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e5e34a6659f04d9858def62a2daabf3d05aa595d","Value;Organization;Company;Thing;LegalEntity;Asset","Hagleitner Privatstiftung","Hagleitner Privatstiftung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e5e8184ca453c87b7a03be61d6e97863a4398ab6","Value;Organization;Company;Thing;LegalEntity;Asset","""AGRAR PLUS"" Beteiligungsgesellschaft m.b.H.","""AGRAR PLUS"" Beteiligungsgesellschaft m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=093770y","","",""
"entity:e60b3c70ecd981fbf449e07a11b41cb99ce6b47d","Value;Organization;Company;Thing;LegalEntity;Asset","Novomatic UK LTD","Novomatic UK LTD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e648b991a8196d304f8f0c025d7a1b708d02e54b","Value;Organization;Company;Thing;LegalEntity;Asset","GEMDAT OÖ GmbH","GEMDAT OÖ GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=081749w","","",""
"entity:e67c56ae36c085beb43f65b4fbfd9e87414ac9b9","Value;Organization;Company;Thing;LegalEntity;Asset","Sellrain/Fotsch Wasserkraft GesmbH","Sellrain/Fotsch Wasserkraft GesmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e6afa37b7589892126ac8ff8100da5cb18cfd634","Value;Organization;Company;Thing;LegalEntity;Asset","Sternstein Sessellift Gesellschaft m.b.H.","Sternstein Sessellift Gesellschaft m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=076344x","","",""
"entity:e6b15500cb84c5e7f268b26eea6bae44ae4fae9f","Value;Organization;Company;Thing;LegalEntity;Asset","SCHWARZATAL Gemeinnützige Wohnungs- & Siedlungsanlagen GmbH","SCHWARZATAL Gemeinnützige Wohnungs- & Siedlungsanlagen GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=090067b","","",""
"entity:e6c2be5f4d5212a36f2740c3e7a87dba28e46d6a","Value;Organization;Company;Thing;LegalEntity;Asset","SALZBURGER LANDES-HYPOTHEKENBANK AKTIENGESELLSCHAFT","SALZBURGER LANDES-HYPOTHEKENBANK AKTIENGESELLSCHAFT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e6d5829e107244d952ef0a8f463d3eb71e2ffe28","Value;Organization;Company;Thing;LegalEntity;Asset","M & T Immobilien GmbH","M & T Immobilien GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e6e9ecd675dbf4f4c3e6650007392caf9e489f66","Value;Organization;Company;Thing;LegalEntity;Asset","Raiffeisen-Lagerhaus Weinviertel Ost eGen","Raiffeisen-Lagerhaus Weinviertel Ost eGen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e6f24da710e7f1096e873d69d75e59919d419120","Value;Organization;Company;Thing;LegalEntity;Asset","Schuldnerberatung Wien - gemeinnützige GmbH","Schuldnerberatung Wien - gemeinnützige GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.schuldnerberatung-wien.at/","","",""
"entity:e70378c6cb9dca38a616096d00179e2c6ba6a75e","Value;Organization;Company;Thing;LegalEntity;Asset","CMMMG Holding GmbH","CMMMG Holding GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e75f1544073730cfdd5b7bc050215c1f3154d31c","Value;Organization;Company;Thing;LegalEntity;Asset","ÖBB-Business Competence Center GmbH","ÖBB-Business Competence Center GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=248730f","","",""
"entity:e7631d525847ba369b942efb58d876aa785ba4eb","Value;Organization;Company;Thing;LegalEntity;Asset","PEB - Projektentwicklung Burgenland GmbH","PEB - Projektentwicklung Burgenland GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.peb.at/; https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=544054f","","",""
"entity:e7686416fe5542d7f2a4212a6301253ab448a067","Value;Organization;Company;Thing;LegalEntity;Asset","Österreichische Agentur für Gesundheit und Ernährungssicherheit GmbH","Österreichische Agentur für Gesundheit und Ernährungssicherheit GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.ages.at/","","",""
"entity:e79011ebdf2534a1ccdc160b27fd099fcd25ed50","Value;Organization;Company;Thing;LegalEntity;Asset","Becker, Götze & Staub Consulting OEG","Becker, Götze & Staub Consulting OEG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e797768250c8ffc5cb69738256bdc485fce6bfeb","Value;Organization;Company;Thing;LegalEntity;Asset","PW Group AG","PW Group AG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e7a8845fe633f1a8a9268d0e313171ba04b2bde1","Value;Organization;Company;Thing;LegalEntity;Asset","HTL Montenegro d.o.o.","HTL Montenegro d.o.o.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e7ac35be4789acb96f64af03d045bfce480826a0","Value;Organization;Company;Thing;LegalEntity;Asset","meine Heimat Gemeinnützige Bau-, Wohn- und Siedlungsgenossenschaft registrierte Genossenschaft mit beschränkter Haftung","meine Heimat Gemeinnützige Bau-, Wohn- und Siedlungsgenossenschaft registrierte Genossenschaft mit beschränkter Haftung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e7d83a79ec6b671674654833d794168f5de7282d","Value;Organization;Company;Thing;LegalEntity;Asset","SERVICE MENSCH GmbH","SERVICE MENSCH GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.servicemensch.at/","","",""
"entity:e7e471d1655556e06ad9117c4a6d022ba3e9abf1","Value;Organization;Company;Thing;LegalEntity;Asset","""Kärntner Friedenswerk"" gemeinnützige Wohnungsgesellschaft m.b.H.","""Kärntner Friedenswerk"" gemeinnützige Wohnungsgesellschaft m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=101175m","","",""
"entity:e7ecf262e14aaaac078ba1089ccaa2170f5eba18","Value;Organization;Company;Thing;LegalEntity;Asset","FoDo Management GmbH","FoDo Management GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=452657y","","",""
"entity:e7f6dd11d4826064763732a379ec66a492813858","Value;Organization;Company;Thing;LegalEntity;Asset","Tiefgarage Bad Ischl GmbH","Tiefgarage Bad Ischl GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=289809s","","",""
"entity:e83bdb44b301ecd3da14b263ab38a60ebc03b9ba","Value;Organization;Company;Thing;LegalEntity;Asset","Projekt Annenheim der LH Bauherrn GmbH & CoKG","Projekt Annenheim der LH Bauherrn GmbH & CoKG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e848995930f3123bb9cfcd7d62a656639500ad8f","Value;Organization;Company;Thing;LegalEntity;Asset","Gemeinde Fischbach Orts-, Tourismus- und Infrastrukturentwicklungs-KG","Gemeinde Fischbach Orts-, Tourismus- und Infrastrukturentwicklungs-KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.fischbach.co.at/","","",""
"entity:e84c7fd1ad4e4501dd2e10938dd3f5e2537c07a3","Value;Organization;Company;Thing;LegalEntity;Asset","WATO Holding Gesellschaft mbH","WATO Holding Gesellschaft mbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e891bdf5cc88d422192c71085cdbf7e1a33ce05c","Value;Organization;Company;Thing;LegalEntity;Asset","MEMENTO Kommunikationsberatung GmbH","MEMENTO Kommunikationsberatung GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:e8ee89ba54cf7330640eb9d12293a92ff33fb7ed","Value;Organization;Company;Thing;LegalEntity;Asset","HALLEINER KRANKENANSTALTEN BETRIEBSGESELLSCHAFT M.B.H.","HALLEINER KRANKENANSTALTEN BETRIEBSGESELLSCHAFT M.B.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
